ID_NOTICIERO,FECHA_TESTIGO,TIPO_VALORACION,CANDIDATO,FRASE_ESTEREOTIPO_GENERAL,FRASE_POSITIVA,FRASE_NEGATIVA,FRASE_ENFOQUE,DURACION_MINUTOS
4,15/04/2024,N,CSP,,,"Vaya escándalo que se desató, desde el viernes, en el Poder Judicial y en la campaña de Claudia Sheinbaum por una detallada investigación contra el expresidente de la Suprema Corte y hoy uno de los voceros de Claudia Sheinbaum, Arturo Zaldívar.",,0.4
4,15/04/2024,S,BXGR,,,,,0.2833333333333333
4,15/04/2024,S,CSP,,,,,2.7
4,15/04/2024,S,SE,,,,,1.3333333333333333
4,16/04/2024,S,BXGR,,,,,9.833333333333336
4,16/04/2024,S,CSP,,,,,14.216666666666669
4,16/04/2024,S,JAM,,,,,1.3666666666666667
4,16/04/2024,S,SE,,,,,1.1666666666666667
4,18/03/2024,S,BXGR,,,,,10.000000000000002
4,18/03/2024,S,CSP,,,,,6.666666666666666
4,18/03/2024,S,JAM,,,,,0.5166666666666667
4,18/03/2024,S,SE,,,,,8.8
4,18/04/2024,N,CSP,"¡Y claro! Como todo lo que hace Sheinbaum, trae el aval de López Obrador.",,"¡Y claro! Como todo lo que hace Sheinbaum, trae el aval de López Obrador.","¡Y claro! Como todo lo que hace Sheinbaum, trae el aval de López Obrador.",0.5333333333333333
4,18/04/2024,N,CSP,,,"Ah, mire, qué conveniente. O sea, tira la piedra y esconde la mano, ¿no? A ver, están pidiendo cárcel para la presidenta de la Suprema Corte y para la candidata presidencial, con el respaldo del equipo de campaña de Sheinbaum y del partido en el poder. O sea, de ese tamaño es el lance autoritario, de ese tamaño es el brochazo dictatorial.","Ah, mire, qué conveniente. O sea, tira la piedra y esconde la mano, ¿no? A ver, están pidiendo cárcel para la presidenta de la Suprema Corte y para la candidata presidencial, con el respaldo del equipo de campaña de Sheinbaum y del partido en el poder. O sea, de ese tamaño es el lance autoritario, de ese tamaño es el brochazo dictatorial.",0.7
4,18/04/2024,N,CSP,,,"¿Qué es esto? ¿No? ¿Qué metan al bote a la presidenta de la Corte y a la candidata presidencial de oposición? O sea, eso es lo que está planteando Claudia Sheinbaum, o sea, ya olvídese de López Obrador. ¡Esto es Claudia Sheinbaum! Es el equipo de Sheinbaum; Romo y Zaldívar están en el equipo de Sheinbaum, y paradito a lado de ellos estaba Mario Delgado, que es el dirigente nacional del partido y el coordinador de la campaña de Sheinbaum. O sea, esto trae el aval de Sheinbaum.",,0.5333333333333333
4,18/04/2024,S,BXGR,,,,,2.4333333333333336
4,18/04/2024,S,CSP,,,,,2.7666666666666666
4,18/04/2024,S,SE,,,,,0.9666666666666667
4,19/03/2024,N,CSP,,,"Entonces, les dijo a las madres buscadoras que no critiquen ¿no? (reportera: Pues en pocas palabras Carlos, así es). ¡Qué cosas!","Entonces, les dijo a las madres buscadoras que no critiquen ¿no? (reportera: Pues en pocas palabras Carlos, así es). ¡Qué cosas!",2.066666666666667
4,19/03/2024,N,JAM,,,"Y el que se desplomó fue Jorge Álvarez Máynez, bueno, MC, porque pues tenía 17% con Samuel García y bajó a 8% con Jorge Álvarez Máynez.",,1.3333333333333333
4,19/03/2024,S,BXGR,,,,,11.683333333333335
4,19/03/2024,S,CSP,,,,,1.7833333333333332
4,19/03/2024,S,JAM,,,,,1.0666666666666667
4,19/04/2024,P,BXGR,,"La primera y única que han recibido de pie y aplausos fue Xóchitl Gálvez, de Fuerza y Corazón por México.",,,1.4
4,19/04/2024,S,BXGR,,,,,1.0166666666666666
4,19/04/2024,S,CSP,,,,,7.533333333333334
4,19/04/2024,S,JAM,,,,,1.3833333333333333
4,20/03/2024,S,BXGR,,,,,7.3
4,20/03/2024,S,CSP,,,,,11.633333333333335
4,20/03/2024,S,JAM,,,,,1.0333333333333334
4,21/03/2024,N,CSP,,,"Ella en Tsuru y siete, ¡siete camionetas del ejército rodeándola! No, pues así sí puedes ir en Tsuru ¿No? Es una faramalla, una farsa ¿No? Un montaje.","Ella en Tsuru y siete, ¡siete camionetas del ejército rodeándola! No, pues así sí puedes ir en Tsuru ¿No? Es una faramalla, una farsa ¿No? Un montaje.",0.25
4,21/03/2024,S,BXGR,,,,,7.700000000000001
4,21/03/2024,S,CSP,,,,,6.116666666666666
4,21/03/2024,S,JAM,,,,,1.2166666666666666
4,22/03/2024,S,BXGR,,,,,3.4166666666666665
4,22/03/2024,S,CSP,,,,,6.733333333333333
4,22/03/2024,S,JAM,,,,,0.5
4,22/04/2024,N,CSP,,,Este es el comunicado de Latinus frente a estas insidias del presidente y la candidata.,Este es el comunicado de Latinus frente a estas insidias del presidente y la candidata.,3.3333333333333335
4,22/04/2024,N,CSP,,,"Esto ha permitido a la candidata presidencial y al presidente mostrar un talante autoritario y una capacidad para mentir asombrosa, porque ahora están culpando a Latinus de esto.","Esto ha permitido a la candidata presidencial y al presidente mostrar un talante autoritario y una capacidad para mentir asombrosa, porque ahora están culpando a Latinus de esto.",14.75
4,22/04/2024,N,CSP,,,"Hoy en la noche en Latinus vamos a dar una respuesta (...) frente a estos amagues autoritarios de la candidata, que, pues ya sabe, es sólo la réplica del presidente.","Hoy en la noche en Latinus vamos a dar una respuesta (...) frente a estos amagues autoritarios de la candidata, que, pues ya sabe, es sólo la réplica del presidente.",14.75
4,22/04/2024,N,CSP,,,La candidata descubrió que hay retenes en las carreteras mexicanas que no son del gobierno.,,3.3333333333333335
4,22/04/2024,N,CSP,,,"O sea, creo que la candidata descubrió este fin de semana que las carreteras de México hay retenes de pobladores. Digo, si conocieran bien el país sabrían que a eso se enfrenta, a eso nos enfrentamos los mexicanos cuando agarramos una carretera (...) Pues eso es súper normal para los ciudadanos. ¡No! para ella, bueno, un escándalo.",,14.75
4,22/04/2024,N,CSP,,,"Porque estará otra vez el México que se les estrella en la cara en campaña. No les... le acaba de pasar que dice: ""¿Verdad que aquí hay servicios de salud?"". Y todos le gritan: ""¡No!"". ""¿Pues qué les falta, doctores, medicinas?"" Y le contestan: ""¡Todo!"". O sea, se están dando cuenta de la realidad (...) Cuando Claudia Sheinbaum hace la pregunta abierta en un mitin de MORENA, o sea, estaban hasta los suyos ahí, pues la realidad se le estrella en la cara.","Porque estará otra vez el México que se les estrella en la cara en campaña. No les... le acaba de pasar que dice: ""¿Verdad que aquí hay servicios de salud?"". Y todos le gritan: ""¡No!"". ""¿Pues qué les falta, doctores, medicinas?"" Y le contestan: ""¡Todo!"". O sea, se están dando cuenta de la realidad (...) Cuando Claudia Sheinbaum hace la pregunta abierta en un mitin de MORENA, o sea, estaban hasta los suyos ahí, pues la realidad se le estrella en la cara.",14.75
4,22/04/2024,N,CSP,,,"Va por la carretera y la paran en un retén instalado por pobladores, como le pasa a miles de mexicanos todos los días. Se asusta y empieza, en este talante autoritario antidemocrático, a echarle la culpa, ¡a, pues claro!, a Loret, a Latinus.","Va por la carretera y la paran en un retén instalado por pobladores, como le pasa a miles de mexicanos todos los días. Se asusta y empieza, en este talante autoritario antidemocrático, a echarle la culpa, ¡a, pues claro!, a Loret, a Latinus.",14.75
4,22/04/2024,N,CSP,,,"Y entonces, le preguntan a la candidata sobre este incidente. ¿Y qué dice? ""¡Ah!, ¡podría ser un montaje de Latinus"".","Y entonces, le preguntan a la candidata sobre este incidente. ¿Y qué dice? ""¡Ah!, ¡podría ser un montaje de Latinus"".",14.75
4,22/04/2024,N,CSP,,,"Y mientras esto desarma el discurso de la candidata Sheinbaum sobre que combatió los feminicidios (...) Y pues esto le destruye a Claudia Sheinbaum el argumento que daba en el primer debate presidencial, de que ella en su gobierno había bajado 30% los feminicidios.","Y mientras esto desarma el discurso de la candidata Sheinbaum sobre que combatió los feminicidios (...) Y pues esto le destruye a Claudia Sheinbaum el argumento que daba en el primer debate presidencial, de que ella en su gobierno había bajado 30% los feminicidios.",0.7166666666666667
4,22/04/2024,N,CSP,,,"¿Claudia Sheinbaum qué hizo? Pues como no quieren ver que ese es el país que hay, un país harto de la violencia, un país en donde hay retenes en las carreteras, con gente encapuchada; y esto lo ha vivido cualquier ciudadano que ande por las carreteras.","¿Claudia Sheinbaum qué hizo? Pues como no quieren ver que ese es el país que hay, un país harto de la violencia, un país en donde hay retenes en las carreteras, con gente encapuchada; y esto lo ha vivido cualquier ciudadano que ande por las carreteras.",3.3333333333333335
4,22/04/2024,S,BXGR,,,,,0.9166666666666666
4,22/04/2024,S,CSP,,,,,6.499999999999997
4,22/04/2024,S,JAM,,,,,0.5666666666666667
4,23/04/2024,N,CSP,,,"La candidata de MORENA, Claudia Sheinbaum, pues, que está conociendo el país, ¿no? Está conociendo que este país no tiene medicinas, está conociendo que este país tiene bloqueos en las carreteras por parte de encapuchados; cosas que todos los mexicanos de manera común enfrentan, pero, pues, ella, ella estaba en el palacio del ayuntamiento, apapachada, arropada por López Obrador, pues, no conocía esto, entonces está, está conociendo el país.","La candidata de MORENA, Claudia Sheinbaum, pues, que está conociendo el país, ¿no? Está conociendo que este país no tiene medicinas, está conociendo que este país tiene bloqueos en las carreteras por parte de encapuchados; cosas que todos los mexicanos de manera común enfrentan, pero, pues, ella, ella estaba en el palacio del ayuntamiento, apapachada, arropada por López Obrador, pues, no conocía esto, entonces está, está conociendo el país.",2.0166666666666666
4,23/04/2024,N,CSP,,,"Los de Latinus van en vehículo propio. ¿Por qué van en vehículo propio? Porque normalmente no le dan a los reporteros de Latinus lugar en el vehículo oficial de prensa de Claudia Sheinbaum, porque no quieren que Latinus cubra los actos de Claudia Sheinbaum, ¿no?",,0.4166666666666667
4,23/04/2024,S,BXGR,,,,,4.55
4,23/04/2024,S,CSP,,,,,7.533333333333333
4,23/04/2024,S,JAM,,,,,0.6833333333333333
4,24/04/2024,N,CSP,,,"Claudia Sheinbaum insistió en que el retén fue un montaje de Latinus. (...) Ellos saben que no es ningún montaje; saben que los retenes en Chiapas son súper comunes; saben cómo funciona el tema de los convoys (...) Pero, tanto ella como López Obrador deciden mentir, deliberadamente mienten.","Claudia Sheinbaum insistió en que el retén fue un montaje de Latinus. (...) Ellos saben que no es ningún montaje; saben que los retenes en Chiapas son súper comunes; saben cómo funciona el tema de los convoys (...) Pero, tanto ella como López Obrador deciden mentir, deliberadamente mienten.",0.7
4,24/04/2024,P,CSP,,La más reciente encuesta de Mitofsky en el diario El Economista dice que Claudia Sheinbaum tiene ¡todavía más! ventaja sobre Xóchitl Gálvez.,,,0.25
4,24/04/2024,S,BXGR,,,,,1.0666666666666667
4,24/04/2024,S,CSP,,,,,0.2833333333333333
4,24/04/2024,S,JAM,,,,,0.1
4,25/03/2024,S,BXGR,,,,,4.45
4,25/03/2024,S,CSP,,,,,5.4
4,25/03/2024,S,JAM,,,,,1.7
4,25/03/2024,S,SE,,,,,3.6
4,25/04/2024,N,CSP,,,"Voces dentro del gobierno que estaban indignadas con el hecho de que había una operación, no para proteger a las mujeres, para proteger a la candidata; para que no le fuera a reventar esto en la cara a Claudia Sheinbaum porque al final de cuentas, muchos de estos feminicidios se habían cometido en la ciudad que gobernó.","Voces dentro del gobierno que estaban indignadas con el hecho de que había una operación, no para proteger a las mujeres, para proteger a la candidata; para que no le fuera a reventar esto en la cara a Claudia Sheinbaum porque al final de cuentas, muchos de estos feminicidios se habían cometido en la ciudad que gobernó.",0.2833333333333333
4,25/04/2024,N,CSP,,,"Y esos siete feminicidios desbaratan el argumento de Claudia Sheinbaum de que bajaron 30% los feminicidios que no tenía pies ni cabeza. O sea, de hecho cuando lo dijo en el primer debate, muchas organizaciones dijeron: ¿De qué está hablando?, no hay ningún dato que soporte esto.","Y esos siete feminicidios desbaratan el argumento de Claudia Sheinbaum de que bajaron 30% los feminicidios que no tenía pies ni cabeza. O sea, de hecho cuando lo dijo en el primer debate, muchas organizaciones dijeron: ¿De qué está hablando?, no hay ningún dato que soporte esto.",0.36666666666666664
4,25/04/2024,S,BXGR,,,,,0.8666666666666667
4,25/04/2024,S,CSP,,,,,2.8666666666666667
4,25/04/2024,S,SE,,,,,0.31666666666666665
4,26/03/2024,N,CSP,,,"Pero también unas risas fingidonas ¿No? Como forzadonas. Mira cómo nos queremos jijiji, nos queremos un montón.","Pero también unas risas fingidonas ¿No? Como forzadonas. Mira cómo nos queremos jijiji, nos queremos un montón.",1.6333333333333333
4,26/03/2024,N,JAM,,,"Ahora sí, andará hasta en cascarita Jorge Álvarez Máynez (risas) (...) Ahora sí, es lo único que tiene que hacer Álvarez Máynez (risas).","Ahora sí, andará hasta en cascarita Jorge Álvarez Máynez (risas) (...) Ahora sí, es lo único que tiene que hacer Álvarez Máynez (risas).",2.8333333333333335
4,26/03/2024,N,JAM,,,Jorge Álvarez Máynez hoy sí tuvo actividades (risas).,,2.8333333333333335
4,26/03/2024,S,BXGR,,,,,14.033333333333335
4,26/03/2024,S,CSP,,,,,16.06666666666667
4,26/03/2024,S,JAM,,,,,5.5
4,26/03/2024,S,SE,,,,,12.583333333333334
4,26/04/2024,N,CSP,,,"Ah, esa simpatía natural que tiene Claudia Sheinbaum es ma (sic) maravillosa, ¿no?, contagia (risas).","Ah, esa simpatía natural que tiene Claudia Sheinbaum es ma (sic) maravillosa, ¿no?, contagia (risas).",0.43333333333333335
4,26/04/2024,N,JAM,,,"Jorge Álvarez Máynez, candidato presidencial del MC la pasó mal ayer en la Universidad Autónoma Metropolitana, la UAM Xochimilco (...) Terminó abucheado.",,0.6
4,26/04/2024,S,BXGR,,,,,6.933333333333334
4,26/04/2024,S,CSP,,,,,4.450000000000001
4,26/04/2024,S,JAM,,,,,4.75
4,26/04/2024,S,SE,,,,,0.65
4,27/03/2024,N,CSP,,,"Y bueno, híjole, en una actitud eh, claro, a la defensiva, pero muy al estilo de López Obrador eh, muy al estilo, hasta el tonito, la forma, la expresión (...) y ella contesta: ""ah, sí, pos (sic) que se investigue, pero que se investigue mejor a ¡Felipe Calderón! (risas), que se investigue mejor a Genaro García Luna"", que ya está en la cárcel.","Y bueno, híjole, en una actitud eh, claro, a la defensiva, pero muy al estilo de López Obrador eh, muy al estilo, hasta el tonito, la forma, la expresión (...) y ella contesta: ""ah, sí, pos (sic) que se investigue, pero que se investigue mejor a ¡Felipe Calderón! (risas), que se investigue mejor a Genaro García Luna"", que ya está en la cárcel.",3.25
4,27/03/2024,N,CSP,,,"¿No te recuerda a aquel ""pero el PRI robó más del presidente López Obrador""? Claro. O sea, como que una calca un poquito, ¿no?, de la manera de comunicar. Y luego no quieren que le digan copia (risas). ¿Cómo? ¿no? Si hasta la forma, el modo, el grito, las palabras, las expresiones.","¿No te recuerda a aquel ""pero el PRI robó más del presidente López Obrador""? Claro. O sea, como que una calca un poquito, ¿no?, de la manera de comunicar. Y luego no quieren que le digan copia (risas). ¿Cómo? ¿no? Si hasta la forma, el modo, el grito, las palabras, las expresiones.",3.25
4,27/03/2024,S,BXGR,,,,,23.21666666666667
4,27/03/2024,S,CSP,,,,,2.533333333333333
4,27/03/2024,S,JAM,,,,,1.05
4,27/03/2024,S,SE,,,,,0.9833333333333334
4,28/03/2024,S,BXGR,,,,,6.8999999999999995
4,28/03/2024,S,SE,,,,,2.65
4,29/03/2024,S,BXGR,,,,,1.2666666666666666
4,29/04/2024,N,CSP,,,"Claudia Sheinbaum, después del regaño que le dio el presidente López Obrador en el primer debate, ahora sí, pues trató de salir a defender la gestión de López Obrador, y ahí fue donde se le vio más vulnerable. O sea, fue una mala estrategia salir a defender la gestión de López Obrador, pues porque se ponía más, más digamos que vulnerable frente a los ataques de, de Xóchitl Gálvez.","Claudia Sheinbaum, después del regaño que le dio el presidente López Obrador en el primer debate, ahora sí, pues trató de salir a defender la gestión de López Obrador, y ahí fue donde se le vio más vulnerable. O sea, fue una mala estrategia salir a defender la gestión de López Obrador, pues porque se ponía más, más digamos que vulnerable frente a los ataques de, de Xóchitl Gálvez.",0.75
4,29/04/2024,N,CSP,,,"Defendió, ya le decía yo, lo de las Afores, el Tren Maya, ¡todo!, el AIFA. Todo defendió. ¡Hasta lo indefendible trató de defender! (...) Tres veces le sacó Xóchitl Gálvez a Claudia Sheinbaum lo de Rocío Nahle y dos veces lo de los hijos del presidente y ahí sí, calladita.","Defendió, ya le decía yo, lo de las Afores, el Tren Maya, ¡todo!, el AIFA. Todo defendió. ¡Hasta lo indefendible trató de defender! (...) Tres veces le sacó Xóchitl Gálvez a Claudia Sheinbaum lo de Rocío Nahle y dos veces lo de los hijos del presidente y ahí sí, calladita.",0.7
4,29/04/2024,N,CSP,,,"Le sacó hasta el tema de su primer esposo que, pues, recibió también fajos de billetes en efectivo, y se descuadró Claudia Sheinbaum con ese asunto. Ni esa le pudo responder bien.","Le sacó hasta el tema de su primer esposo que, pues, recibió también fajos de billetes en efectivo, y se descuadró Claudia Sheinbaum con ese asunto. Ni esa le pudo responder bien.",0.65
4,29/04/2024,N,CSP,,,"O sea, que alguien diga que Claudia Sheinbaum ganó el debate después de la paliza que le pusieron ayer, pues absolutamente irreal.",,0.11666666666666667
4,29/04/2024,N,CSP,,,Todos vimos ayer que Claudia Sheinbaum perdió el debate.,,0.13333333333333333
4,29/04/2024,S,BXGR,,,,,17.199999999999996
4,29/04/2024,S,CSP,,,,,15.216666666666667
4,29/04/2024,S,JAM,,,,,3.433333333333334
4,29/04/2024,S,SE,,,,,0.11666666666666667
5,02/03/2024,S,BXGR,,,,,1.0166666666666666
5,02/03/2024,S,CSP,,,,,1.9666666666666666
5,02/03/2024,S,JAM,,,,,1.0166666666666666
5,02/03/2024,S,SE,,,,,8.95
5,04/05/2024,S,BXGR,,,,,0.8500000000000001
5,04/05/2024,S,CSP,,,,,0.9
5,04/05/2024,S,JAM,,,,,0.8333333333333334
5,06/04/2024,S,BXGR,,,,,0.11666666666666667
5,06/04/2024,S,CSP,,,,,0.7166666666666667
5,06/04/2024,S,JAM,,,,,0.7666666666666667
5,09/03/2024,S,BXGR,,,,,0.8666666666666667
5,09/03/2024,S,CSP,,,,,0.8
5,09/03/2024,S,JAM,,,,,0.8333333333333334
5,13/04/2024,S,BXGR,,,,,2.8666666666666667
5,13/04/2024,S,CSP,,,,,0.7
5,13/04/2024,S,JAM,,,,,0.75
5,16/03/2024,S,BXGR,,,,,2.2333333333333334
5,16/03/2024,S,CSP,,,,,2.2333333333333334
5,16/03/2024,S,JAM,,,,,2.2333333333333334
5,20/04/2024,S,BXGR,,,,,0.31666666666666665
5,20/04/2024,S,CSP,,,,,0.25
5,20/04/2024,S,JAM,,,,,0.31666666666666665
5,23/03/2024,S,BXGR,,,,,2.316666666666667
5,23/03/2024,S,CSP,,,,,2.316666666666667
5,23/03/2024,S,JAM,,,,,2.316666666666667
5,27/04/2024,S,BXGR,,,,,0.9833333333333334
5,27/04/2024,S,CSP,,,,,1.6
5,27/04/2024,S,JAM,,,,,1.2000000000000002
5,30/03/2024,S,BXGR,,,,,0.31666666666666665
5,30/03/2024,S,CSP,,,,,0.21666666666666667
5,30/03/2024,S,JAM,,,,,0.2833333333333333
6,01/03/2024,S,BXGR,,,,,1.4
6,01/03/2024,S,CSP,,,,,1.4
6,01/03/2024,S,JAM,,,,,1.4
6,01/03/2024,S,SE,,,,,5.7
6,01/04/2024,S,BXGR,,,,,0.8833333333333334
6,01/04/2024,S,CSP,,,,,0.8166666666666668
6,01/04/2024,S,JAM,,,,,0.8
6,01/05/2024,S,BXGR,,,,,3.85
6,01/05/2024,S,CSP,,,,,0.7833333333333333
6,01/05/2024,S,JAM,,,,,0.8666666666666667
6,01/05/2024,S,SE,,,,,0.6333333333333333
6,02/04/2024,N,CSP,,,"Y Claudia Sheinbaum, de la Coalición Sigamos Haciendo Historia, prometió erradicar la corrupción, que se supone que ya estaba erradicada.","Y Claudia Sheinbaum, de la Coalición Sigamos Haciendo Historia, prometió erradicar la corrupción, que se supone que ya estaba erradicada.",0.8166666666666667
6,02/04/2024,S,BXGR,,,,,3.9166666666666665
6,02/04/2024,S,CSP,,,,,1.05
6,02/04/2024,S,JAM,,,,,1.85
6,02/05/2024,S,BXGR,,,,,1.2666666666666666
6,02/05/2024,S,CSP,,,,,0.7166666666666667
6,02/05/2024,S,JAM,,,,,0.8333333333333334
6,03/04/2024,S,BXGR,,,,,0.7166666666666667
6,03/04/2024,S,CSP,,,,,0.7666666666666666
6,03/04/2024,S,JAM,,,,,0.8333333333333334
6,03/05/2024,S,BXGR,,,,,0.8666666666666667
6,03/05/2024,S,CSP,,,,,0.9
6,03/05/2024,S,JAM,,,,,0.7833333333333333
6,04/03/2024,S,BXGR,,,,,1.4
6,04/03/2024,S,CSP,,,,,1.2666666666666666
6,04/03/2024,S,JAM,,,,,0.31666666666666665
6,04/04/2024,S,BXGR,,,,,6.566666666666666
6,04/04/2024,S,CSP,,,,,7.033333333333333
6,04/04/2024,S,JAM,,,,,3.2166666666666663
6,05/03/2024,S,BXGR,,,,,0.7666666666666667
6,05/03/2024,S,CSP,,,,,0.7333333333333333
6,05/03/2024,S,JAM,,,,,0.7
6,05/04/2024,S,BXGR,,,,,0.8166666666666667
6,05/04/2024,S,CSP,,,,,0.9833333333333334
6,05/04/2024,S,JAM,,,,,0.65
6,05/04/2024,S,SE,,,,,0.4666666666666667
6,06/03/2024,S,BXGR,,,,,0.65
6,06/03/2024,S,CSP,,,,,0.65
6,06/03/2024,S,JAM,,,,,0.8333333333333334
6,07/03/2024,S,BXGR,,,,,0.5833333333333334
6,07/03/2024,S,CSP,,,,,0.7666666666666667
6,07/03/2024,S,JAM,,,,,0.7666666666666667
6,08/04/2024,N,BXGR,,,"A mí lo que me pareció es que, escuchamos lo mismo cada seis años; en salud, en educación, en combate a la corrupción (...). Y, este, escuchamos lo mismo ¿no?, vamos a mejorar en hospitales, vamos a mejorar en escuelas y ahí ¿no?","A mí lo que me pareció es que, escuchamos lo mismo cada seis años; en salud, en educación, en combate a la corrupción (...). Y, este, escuchamos lo mismo ¿no?, vamos a mejorar en hospitales, vamos a mejorar en escuelas y ahí ¿no?",1.4166666666666667
6,08/04/2024,N,BXGR,,,"Ayer fue lo que escuchamos mucho, acusaciones en ese sentido, ¿no?, quién era más corrupta que la otra, quién era más mentirosa que la otra; o sea lo de cada seis años, lo de cada seis años.","Ayer fue lo que escuchamos mucho, acusaciones en ese sentido, ¿no?, quién era más corrupta que la otra, quién era más mentirosa que la otra; o sea lo de cada seis años, lo de cada seis años.",0.2
6,08/04/2024,N,BXGR,,,"O sea, ¡la misma historia!, combate a la corrupción, uno es más corrupto que el otro. Ayer es lo que escuchamos mucho, acusaciones en ese sentido.","O sea, ¡la misma historia!, combate a la corrupción, uno es más corrupto que el otro. Ayer es lo que escuchamos mucho, acusaciones en ese sentido.",1.4166666666666667
6,08/04/2024,N,BXGR,,,"Y digo que me llama la atención porque, ¿así es el día a día? ¿Claudia siempre anda en un coche así?, ¿Xóchitl para todos lados anda en la bici?, eh, Máynez, ¿para todos lados anda en ese autobús? o, ¿nos bajamos de ahí y luego nos subimos a las camionetotas?","Y digo que me llama la atención porque, ¿así es el día a día? ¿Claudia siempre anda en un coche así?, ¿Xóchitl para todos lados anda en la bici?, eh, Máynez, ¿para todos lados anda en ese autobús? o, ¿nos bajamos de ahí y luego nos subimos a las camionetotas?",1.7666666666666666
6,08/04/2024,N,CSP,,,"A mí lo que me pareció es que, escuchamos lo mismo cada seis años; en salud, en educación, en combate a la corrupción (...). Y, este, escuchamos lo mismo ¿no?, vamos a mejorar en hospitales, vamos a mejorar en escuelas y ahí ¿no?","A mí lo que me pareció es que, escuchamos lo mismo cada seis años; en salud, en educación, en combate a la corrupción (...). Y, este, escuchamos lo mismo ¿no?, vamos a mejorar en hospitales, vamos a mejorar en escuelas y ahí ¿no?",1.4166666666666667
6,08/04/2024,N,CSP,,,"Ayer fue lo que escuchamos mucho, acusaciones en ese sentido, ¿no?, quién era más corrupta que la otra, quién era más mentirosa que la otra; o sea lo de cada seis años, lo de cada seis años.","Ayer fue lo que escuchamos mucho, acusaciones en ese sentido, ¿no?, quién era más corrupta que la otra, quién era más mentirosa que la otra; o sea lo de cada seis años, lo de cada seis años.",0.2
6,08/04/2024,N,CSP,,,"O sea, ¡la misma historia!, combate a la corrupción, uno es más corrupto que el otro. Ayer es lo que escuchamos mucho, acusaciones en ese sentido.","O sea, ¡la misma historia!, combate a la corrupción, uno es más corrupto que el otro. Ayer es lo que escuchamos mucho, acusaciones en ese sentido.",1.4166666666666667
6,08/04/2024,N,CSP,,,"Y digo que me llama la atención porque, ¿así es el día a día? ¿Claudia siempre anda en un coche así?, ¿Xóchitl para todos lados anda en la bici?, eh, Máynez, ¿para todos lados anda en ese autobús? o, ¿nos bajamos de ahí y luego nos subimos a las camionetotas?","Y digo que me llama la atención porque, ¿así es el día a día? ¿Claudia siempre anda en un coche así?, ¿Xóchitl para todos lados anda en la bici?, eh, Máynez, ¿para todos lados anda en ese autobús? o, ¿nos bajamos de ahí y luego nos subimos a las camionetotas?",1.7666666666666666
6,08/04/2024,N,JAM,,,"A mí lo que me pareció es que, escuchamos lo mismo cada seis años; en salud, en educación, en combate a la corrupción (...). Y, este, escuchamos lo mismo ¿no?, vamos a mejorar en hospitales, vamos a mejorar en escuelas y ahí ¿no?","A mí lo que me pareció es que, escuchamos lo mismo cada seis años; en salud, en educación, en combate a la corrupción (...). Y, este, escuchamos lo mismo ¿no?, vamos a mejorar en hospitales, vamos a mejorar en escuelas y ahí ¿no?",1.4166666666666667
6,08/04/2024,N,JAM,,,"O sea, ¡la misma historia!, combate a la corrupción, uno es más corrupto que el otro. Ayer es lo que escuchamos mucho, acusaciones en ese sentido.","O sea, ¡la misma historia!, combate a la corrupción, uno es más corrupto que el otro. Ayer es lo que escuchamos mucho, acusaciones en ese sentido.",1.4166666666666667
6,08/04/2024,N,JAM,,,"Y digo que me llama la atención porque, ¿así es el día a día? ¿Claudia siempre anda en un coche así?, ¿Xóchitl para todos lados anda en la bici?, eh, Máynez, ¿para todos lados anda en ese autobús? o, ¿nos bajamos de ahí y luego nos subimos a las camionetotas?","Y digo que me llama la atención porque, ¿así es el día a día? ¿Claudia siempre anda en un coche así?, ¿Xóchitl para todos lados anda en la bici?, eh, Máynez, ¿para todos lados anda en ese autobús? o, ¿nos bajamos de ahí y luego nos subimos a las camionetotas?",1.7666666666666666
6,08/04/2024,N,JAM,,,"Y el tercero en llegar, que llegó tarde, pero así estaba también marcado; no que llegara tarde, sino en el orden de aparición.",,0.3333333333333333
6,08/04/2024,P,CSP,,"La única que hizo una mención justo para el tema de la política internacional, fue Claudia Sheinbaum, empezando eh hablando de, este, la situación tensa entre México y Ecuador por la crisis que se desató.",,"La única que hizo una mención justo para el tema de la política internacional, fue Claudia Sheinbaum, empezando eh hablando de, este, la situación tensa entre México y Ecuador por la crisis que se desató.",0.2
6,08/04/2024,S,BXGR,,,,,40.299999999999976
6,08/04/2024,S,CSP,,,,,42.91666666666665
6,08/04/2024,S,JAM,,,,,28.883333333333333
6,08/04/2024,S,SE,,,,,2.7333333333333343
6,09/04/2024,S,BXGR,,,,,4.949999999999999
6,09/04/2024,S,CSP,,,,,2.916666666666667
6,09/04/2024,S,JAM,,,,,2.9
6,10/04/2024,S,BXGR,,,,,1.2166666666666666
6,10/04/2024,S,CSP,,,,,1.0833333333333333
6,10/04/2024,S,JAM,,,,,0.9166666666666667
6,11/03/2024,S,BXGR,,,,,0.85
6,11/03/2024,S,CSP,,,,,1.5499999999999998
6,11/03/2024,S,JAM,,,,,0.8166666666666667
6,11/04/2024,S,BXGR,,,,,3.5166666666666666
6,11/04/2024,S,CSP,,,,,1.2833333333333334
6,11/04/2024,S,JAM,,,,,1.2666666666666666
6,12/03/2024,S,BXGR,,,,,0.9
6,12/03/2024,S,CSP,,,,,0.75
6,12/03/2024,S,JAM,,,,,0.8166666666666667
6,12/04/2024,S,BXGR,,,,,4.233333333333333
